AREA,INT_SQFT,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,QS_ROOMS,QS_BATHROOM,QS_BEDROOM,QS_OVERALL,REG_FEE,COMMIS,SALES_PRICE,Age_of_building
3,1699,98,2.0,1.0,4,3,1,2,2,0,4,4.3,2.9,2.4,3.12,457764,125885,11444100,30
3,1626,188,2.0,1.0,4,0,0,1,0,2,5,2.9,3.6,2.7,3.03,348490,135524,9680280,37
3,1730,200,2.0,1.0,4,3,0,0,2,0,4,2.1,3.5,3.5,3.08,589574,235830,14739360,35
2,996,78,1.0,1.0,3,2,0,2,1,0,4,4.1,4.9,2.6,3.97,295007,151974,8939620,40
2,1277,111,2.0,1.0,4,1,1,0,0,1,5,4.0,3.8,3.4,3.74,518443,47131,15710400,27
2,906,64,1.0,1.0,3,3,0,0,2,2,3,3.2,2.3,2.9,2.75,327251,30680,10226600,44
1,1976,112,2.0,1.0,5,4,0,1,2,2,4,5.0,2.9,2.2,3.355,369002,110700,12300050,53
6,1776,120,2.0,1.0,4,3,1,1,2,2,3,4.9,2.4,3.4,3.566666666666667,319653,89903,9989170,36
4,1402,112,2.0,2.0,4,3,0,1,2,0,2,3.7,3.6,5.0,4.19,257761,111464,6966500,44
2,1160,138,1.0,1.0,3,1,1,2,0,1,3,4.4,3.4,2.7,3.49,255525,104103,9463900,47
6,1957,134,3.0,2.0,5,3,1,0,1,1,2,4.6,3.7,3.1,3.75,547180,243191,15199450,44
5,1887,48,2.0,1.0,5,1,0,0,2,1,4,2.3,2.4,3.3,2.775,573985,348491,20499450,33
6,1859,142,3.0,2.0,5,3,1,1,1,2,3,4.6,4.9,4.4,4.68,297756,138953,9925210,65
2,747,168,1.0,1.0,2,2,1,0,0,1,5,4.9,2.7,2.7,3.36,336707,157130,11223550,24
0,985,159,1.0,1.0,3,4,1,1,2,2,1,3.6,2.7,2.1,2.67,265662,44277,7379505,23
2,1024,77,1.0,1.0,3,3,1,0,0,1,3,3.4,3.3,2.7,3.15,302285,108823,12091400,29
6,1600,148,2.0,1.0,4,2,1,2,1,2,4,2.9,3.5,4.9,3.77,315906,94772,10530200,41
2,1276,141,2.0,1.0,4,3,0,2,2,2,4,3.8,2.3,3.8,3.2,316936,163270,9604120,48
2,1159,90,1.0,1.0,3,2,1,1,1,0,3,4.3,3.3,2.6,3.39,253758,108754,9062800,51
4,1024,142,1.0,1.0,3,0,1,1,2,1,1,3.4,3.1,4.9,3.91,166198,94970,4748500,63
0,1249,93,2.0,2.0,4,1,0,0,2,2,0,3.9,2.2,4.8,3.633333333333333,417195,176992,12642285,34
2,839,175,1.0,1.0,3,3,1,2,0,0,3,2.5,4.4,3.2,3.47,255008,72859,9107430,31
2,1286,105,2.0,1.0,4,0,0,1,0,1,5,2.2,2.2,4.9,3.01,292906,118993,9153300,52
3,2467,69,4.0,2.0,6,1,0,1,0,0,4,3.0,3.6,2.4,2.94,581942,139160,12650920,30
4,653,121,1.0,1.0,2,1,0,0,1,1,5,2.5,3.1,5.0,3.68,297775,160340,7635250,30
4,606,4,1.0,1.0,2,2,1,2,2,0,5,2.6,3.0,3.9,3.24,353430,117810,7854000,32
5,1837,81,2.0,1.0,5,1,1,1,1,1,4,4.3,4.1,4.8,4.475,488298,105578,13197230,47
6,1880,95,3.0,2.0,5,2,1,0,2,1,1,3.7,3.2,4.2,3.63,437429,109357,13669670,60
3,2189,1,3.0,2.0,5,1,1,0,0,0,3,2.3,4.7,4.5,3.9,547496,456247,18249860,37
6,1853,123,3.0,2.0,5,1,1,0,2,2,1,2.4,4.3,4.5,3.89,588293,279439,14707330,67
2,1057,200,1.0,1.0,3,3,0,2,0,2,4,4.3,3.2,2.6,3.35,228621,27435,9144840,28
0,723,49,1.0,1.0,2,2,0,0,1,0,5,3.6,3.7,3.7,3.67,329098,142609,10969920,46
5,1812,100,2.0,1.0,5,2,0,2,1,1,4,2.8,2.6,4.2,3.38,440951,232724,12248640,59
5,1788,145,1.0,1.0,4,1,1,2,1,1,4,4.6,3.0,5.0,4.38,426755,156477,14225180,34
6,1615,31,2.0,1.0,4,0,0,1,1,2,2,4.5,4.5,4.8,4.59,288694,128308,8019280,40
1,1755,85,1.0,1.0,4,1,0,1,2,1,4,3.8,4.5,2.1,3.295,308078,182565,11410310,54
0,1296,25,2.0,2.0,4,2,0,1,0,1,5,3.5,4.4,4.8,4.33,338320,49753,9950600,37
3,1554,18,2.0,1.0,4,0,1,1,2,2,4,2.7,2.5,3.8,3.08,479055,229547,9980320,21
1,1737,71,1.0,1.0,4,1,1,1,0,0,4,4.4,3.6,4.2,4.12,385905,214392,14292780,20
4,785,116,1.0,1.0,2,2,1,2,0,1,2,4.0,2.9,3.0,3.27,207104,86293,5752875,28
4,1678,70,2.0,2.0,4,4,1,0,2,0,1,3.3,2.9,4.9,3.82,475330,202015,11883250,49
3,2360,171,4.0,2.0,6,3,1,0,2,2,5,2.0,3.9,4.6,3.61,693566,495405,19816180,23
3,1464,2,2.0,1.0,4,2,1,2,2,2,3,4.8,4.0,3.1,3.88,394575,131525,9394640,43
3,1632,156,2.0,1.0,4,4,1,2,0,0,3,2.7,4.5,2.9,3.3666666666666667,514815,262661,10506420,33
6,1755,103,2.0,1.0,4,0,1,2,1,1,1,2.6,3.9,4.0,3.61,332987,61340,8762820,45
6,1556,105,2.0,1.0,4,4,0,2,2,2,4,4.6,2.4,4.4,3.55,289791,130873,9348100,36
0,1170,120,1.0,1.0,3,1,0,1,2,0,3,3.0,3.3,4.0,3.56,337985,18269,9134740,50
0,901,106,1.0,1.0,3,4,0,2,0,0,2,4.6,4.8,4.6,4.64,267514,84076,7643255,56
4,1160,184,1.0,1.0,3,4,1,0,2,0,0,4.0,4.9,2.9,3.83,426540,222156,8886250,35
4,1570,170,2.0,2.0,4,2,1,1,2,1,0,3.0,5.0,3.0,3.6,243466,128140,6407000,23
4,1476,167,2.0,2.0,4,0,0,0,2,2,4,4.4,3.4,4.4,4.1,576800,126896,11536000,46
4,586,190,1.0,1.0,2,2,1,2,1,2,2,4.4,2.9,2.2,3.07,255984,85328,5333000,32
4,1059,110,1.0,1.0,3,3,1,1,0,2,4,3.9,3.7,4.9,4.24,306121,188382,7849250,48
5,1712,1,1.0,1.0,4,0,1,1,2,0,4,3.5,4.7,3.1,3.62,372538,262157,13797720,20
0,847,7,1.0,1.0,3,4,0,2,2,0,3,2.6,2.1,2.7,2.55,284707,14985,7492300,57
4,1192,152,1.0,1.0,3,2,0,1,2,1,2,4.5,4.5,3.6,4.14,235059,101503,5342250,37
6,1942,126,3.0,2.0,5,4,1,0,0,1,4,4.1,3.4,2.7,3.37,583655,324253,16212650,44
4,557,105,1.0,1.0,2,2,1,2,1,1,2,4.3,3.0,2.8,3.31,183695,94203,4710125,33
6,1728,123,2.0,1.0,4,3,1,0,1,0,2,4.0,2.6,2.8,3.01,461853,283071,14898480,35
6,1798,23,2.0,1.0,4,2,1,0,0,0,5,3.0,3.4,4.0,3.48,511811,204725,17060380,46
4,1497,24,2.0,2.0,4,4,1,1,0,0,0,4.4,3.8,4.8,4.38,311929,76249,6931750,49
2,1173,27,1.0,1.0,3,3,1,1,2,1,3,3.1,2.1,3.2,2.73,262285,24589,8196400,48
1,1640,198,1.0,1.0,4,4,1,0,2,1,3,3.7,3.4,4.5,3.945,495731,318684,17704670,48
3,1747,82,2.0,1.0,4,4,1,2,2,2,4,2.2,4.9,3.1,3.37,377464,161770,10784680,33
4,1342,183,2.0,2.0,4,0,1,0,1,1,2,4.8,2.9,2.2,3.19,287828,211074,9594250,58
5,2000,31,2.0,1.0,5,1,0,1,2,1,5,4.1,3.9,2.4,3.285,435100,95178,13596890,45
6,1987,158,3.0,2.0,5,2,0,2,2,0,3,3.7,3.0,2.9,3.15,423940,167345,11156320,30
4,1567,2,2.0,2.0,4,2,0,2,0,0,1,4.2,2.9,4.5,3.93,247228,193147,7725875,33
4,1188,187,1.0,1.0,3,4,0,0,0,1,5,2.8,4.8,3.3,3.6,373141,186571,9819500,48
0,737,12,1.0,1.0,2,2,0,1,2,1,0,2.0,2.0,3.5,2.75,123814,54169,3869180,47
4,785,63,1.0,1.0,2,1,1,2,2,2,1,2.1,5.0,2.1,2.97,251663,93642,5852625,28
3,2078,13,3.0,2.0,5,0,0,1,2,2,3,2.3,2.8,4.6,3.233333333333333,475144,106665,9696820,35
0,647,45,1.0,1.0,2,2,1,0,0,1,3,2.0,4.7,4.0,3.54,373407,76596,9574550,28
4,1171,111,1.0,1.0,3,1,1,2,0,1,0,4.0,4.8,2.2,3.52,256310,134258,6102625,32
3,2435,124,4.0,2.0,6,4,1,0,2,0,5,2.6,4.0,4.1,3.62,850347,364434,20246360,34
6,1805,29,3.0,2.0,5,1,1,0,0,2,4,2.6,4.7,5.0,4.27,643358,237027,16930470,35
4,1145,38,1.0,1.0,3,3,0,1,0,0,0,4.2,5.0,3.8,4.28,264492,82654,5510250,33
4,971,15,1.0,1.0,3,3,0,1,0,2,4,2.4,2.6,2.1,2.34,287342,156732,6530500,42
4,1657,78,2.0,2.0,4,0,1,2,2,0,4,3.6,2.5,3.8,3.35,507356,223237,10147125,55
6,1638,16,2.0,1.0,4,1,1,1,2,1,3,4.1,3.1,4.2,3.68,300883,116471,9705900,23
0,1284,141,2.0,2.0,4,3,1,0,1,2,4,3.4,2.1,4.3,3.59,531547,225505,16107475,20
0,1273,66,2.0,2.0,4,0,0,2,1,1,0,2.2,3.8,3.4,3.12,231002,96872,7451690,20
2,1185,188,1.0,1.0,3,3,1,1,1,0,4,3.5,3.1,3.0,3.19,264238,111793,10163000,32
5,1538,161,1.0,1.0,4,2,1,0,2,0,4,4.1,3.5,3.8,3.815,678193,368162,19376950,21
3,1929,84,3.0,2.0,5,3,0,2,0,2,3,4.1,2.5,3.1,3.22,447655,81392,10173980,47
3,1656,30,2.0,1.0,4,0,1,1,2,2,5,4.1,3.7,4.1,3.98,392764,163652,10910100,29
0,1287,9,2.0,2.0,4,2,1,0,2,0,2,2.6,4.3,2.3,2.79,585531,135123,15013625,30
5,1749,118,1.0,1.0,4,0,0,2,2,1,3,3.5,2.5,4.3,3.61,374829,152274,11713410,46
1,1585,188,1.0,1.0,4,2,0,0,0,1,4,2.3,4.2,2.1,2.8666666666666667,469335,104297,17382790,30
5,1962,180,2.0,1.0,5,3,1,2,2,2,5,4.8,3.9,3.6,4.035,412438,222082,15862990,48
3,1425,106,2.0,1.0,4,3,0,1,2,2,4,3.8,3.4,3.8,3.68,303705,69418,8677280,30
4,884,11,1.0,1.0,2,3,1,0,2,2,2,4.8,2.7,3.8,3.77,323018,132520,8282500,41
2,1052,159,1.0,1.0,3,3,0,2,2,1,3,4.4,2.0,4.4,3.44,261582,103048,7926740,21
5,1756,12,1.0,1.0,4,4,0,1,2,0,4,5.0,5.0,3.5,4.325,483743,133029,12093570,42
4,523,148,1.0,1.0,2,0,1,1,0,0,5,3.0,4.2,4.0,3.76,295600,118240,7390000,52
6,1524,33,2.0,1.0,4,2,1,2,2,2,5,3.9,3.2,3.8,3.56,431078,187906,11053290,37
5,1949,137,2.0,1.0,5,4,1,2,2,1,5,3.3,2.6,2.0,2.54,448413,216974,14464930,55
2,1263,61,2.0,1.0,4,1,0,2,2,0,4,4.7,3.5,2.2,3.47,276562,127644,10637010,37
3,1917,106,3.0,2.0,5,2,1,1,0,2,4,2.7,4.8,3.4,3.61,342425,276149,11045960,34
3,1401,100,2.0,1.0,4,4,0,1,2,2,3,2.2,4.7,3.0,3.27,370510,148204,7410200,36
2,723,8,1.0,1.0,2,2,0,2,0,0,5,2.7,4.1,5.0,3.95,242084,77813,8645860,27
5,1660,156,1.0,1.0,4,3,0,0,2,2,3,4.0,3.1,4.5,4.0,551420,249028,17787740,54
2,895,191,1.0,1.0,3,4,1,1,1,0,3,3.9,4.0,3.5,3.82,255443,93662,8514750,18
1,1889,160,2.0,1.0,5,4,1,1,1,0,5,3.5,2.4,2.4,2.785,387549,83046,13841050,61
2,1199,187,1.0,1.0,3,1,0,2,2,2,3,2.5,2.0,4.9,3.02,229015,27482,9160580,40
4,782,95,1.0,1.0,2,1,1,0,0,1,2,3.8,3.8,3.4,3.64,319575,132507,7794500,27
1,1571,124,1.0,1.0,4,4,1,2,2,2,4,3.9,2.5,4.8,3.91,388396,64733,12946530,38
3,1848,178,3.0,2.0,5,3,1,0,2,2,4,3.8,2.3,2.8,2.95,540032,381199,15883280,38
2,1131,64,1.0,1.0,3,1,1,2,2,1,4,4.6,4.7,3.2,4.22,292600,121076,10089670,35
4,1062,15,1.0,1.0,3,1,1,1,0,1,0,4.3,2.1,4.9,3.88,170744,112051,5335750,34
3,1983,148,3.0,2.0,5,1,1,1,0,2,5,2.3,4.3,2.1,2.82,485075,254664,12126880,39
6,1572,1,2.0,1.0,4,1,0,1,2,0,1,2.0,4.3,2.4,3.16,285791,65324,8165450,38
1,1535,149,1.0,1.0,4,2,0,2,1,0,3,3.6,3.1,4.3,3.755,298603,206725,11484740,50
5,1818,193,2.0,1.0,5,3,1,0,2,0,5,4.2,2.3,3.9,3.59,682767,154173,22024740,50
3,1484,54,2.0,1.0,4,4,1,2,2,0,3,3.4,2.5,4.2,3.366666666666667,302902,224733,9771020,41
3,2189,60,3.0,2.0,5,1,0,2,2,0,3,4.9,4.5,2.7,3.9,470803,253509,12071880,31
2,1203,171,2.0,1.0,4,4,0,0,0,1,4,2.6,4.8,3.0,3.6,426543,219734,12925550,28
3,1610,140,2.0,1.0,4,4,1,0,0,0,5,2.9,2.2,4.6,3.37,677049,292362,15387480,40
0,863,26,1.0,1.0,3,0,1,1,2,2,0,3.1,3.7,3.1,3.22,199110,59733,6637005,22
4,985,61,1.0,1.0,3,4,0,2,0,0,4,2.2,4.4,2.3,2.9,238300,59575,7446875,34
4,1623,47,2.0,2.0,4,0,0,0,0,2,3,4.6,2.7,4.2,3.87,489657,291463,11658500,51
0,1019,153,1.0,1.0,3,4,0,1,1,0,1,3.7,3.5,3.4,3.51,213230,26654,6663435,44
4,1575,4,2.0,2.0,4,2,1,1,2,2,5,3.6,3.1,4.3,3.73,455136,227568,9894250,24
2,802,161,1.0,1.0,3,0,0,2,2,1,5,3.4,4.2,3.6,3.78,262960,47811,7968490,27
5,1846,190,2.0,1.0,5,3,0,2,2,1,3,2.8,2.0,5.0,3.59,446535,173653,12403760,52
2,759,131,1.0,1.0,2,1,0,2,0,2,4,4.0,4.7,3.0,3.98,252628,57045,8149280,29
3,2060,159,3.0,2.0,5,0,0,0,2,2,4,3.1,3.6,4.5,3.81,704554,352277,16012600,44
3,1503,183,2.0,1.0,4,4,1,2,2,0,5,4.3,4.5,3.2,3.92,478205,244663,11121040,32
6,1853,17,3.0,2.0,5,4,1,1,2,1,4,4.2,4.1,2.6,3.68,302791,75698,9462230,64
5,1739,16,1.0,1.0,4,1,1,0,2,2,4,4.5,4.9,4.0,4.375,675760,286686,20477590,50
4,766,38,1.0,1.0,2,2,1,0,2,2,5,4.8,2.2,2.0,2.9,271421,105066,8755500,65
2,857,27,1.0,1.0,3,0,1,2,0,1,4,3.0,2.4,4.8,3.3,279562,127074,8471590,44
5,1887,108,2.0,1.0,5,4,0,1,1,0,5,3.0,4.4,2.3,3.035,325601,234433,13024030,51
4,1502,98,2.0,2.0,4,3,0,1,2,1,5,2.2,2.2,2.4,2.28,361471,147875,8215250,21
6,1568,109,2.0,1.0,4,2,0,2,2,1,0,3.4,2.3,4.1,3.12,235388,114513,6361850,46
2,918,190,1.0,1.0,3,4,0,0,2,1,5,3.6,2.7,4.2,3.42,327879,32788,10929300,40
0,1289,70,2.0,2.0,4,3,0,0,0,0,3,3.2,3.9,2.3,2.89,512208,87807,14634500,56
3,1941,34,3.0,2.0,5,1,0,2,2,0,5,3.7,3.7,3.2,3.5,550279,220112,12228420,35
6,1730,146,2.0,1.0,4,0,1,2,2,1,4,2.0,4.7,2.6,3.4,409282,157416,10494410,42
6,1513,128,2.0,1.0,4,3,1,0,1,0,0,2.6,3.0,4.7,3.41,494026,86454,12350640,48
6,1762,142,2.0,1.0,4,2,1,1,2,1,3,2.7,2.1,4.8,3.06,308417,63498,9071080,43
1,1970,65,2.0,1.0,5,4,1,1,0,1,3,2.9,4.8,3.4,3.575,361076,112058,12450910,46
6,1702,129,2.0,1.0,4,0,0,0,2,1,2,4.4,2.3,2.3,2.83,476800,207836,12225650,60
6,1726,19,2.0,1.0,4,4,0,1,2,1,1,2.6,3.0,3.4,3.02,217748,122484,6804640,42
2,1243,164,2.0,1.0,4,2,1,0,2,0,4,2.7,3.5,4.1,3.44,433864,108466,15495150,21
6,1550,53,2.0,1.0,4,4,1,0,1,0,0,3.5,2.1,3.4,2.84,435984,236677,12456680,35
3,1830,123,3.0,2.0,5,1,1,0,0,0,3,3.2,2.0,3.4,2.92,636179,342558,16312280,29
4,1435,76,2.0,2.0,4,0,1,1,2,0,5,3.4,3.8,4.8,4.08,341364,195065,9753250,47
6,1729,105,2.0,1.0,4,4,1,2,1,2,3,4.4,4.8,2.0,3.86,350782,116927,10629750,20
5,1572,113,1.0,1.0,4,1,1,0,0,0,5,2.9,2.7,4.5,3.57,807919,207159,20715860,36
2,1145,74,1.0,1.0,3,1,1,0,2,0,3,4.3,2.7,2.5,3.12,386024,185864,14297200,30
2,1043,143,1.0,1.0,3,0,1,2,1,1,3,3.9,3.7,2.7,3.46,224570,66539,8317410,41
4,1332,137,1.0,1.0,3,3,0,2,2,2,5,3.5,3.4,4.2,3.75,346983,140446,8261500,60
4,608,41,1.0,1.0,2,2,1,0,1,1,2,4.5,3.9,2.5,3.52,229631,99300,6206250,29
0,676,67,1.0,1.0,2,4,1,0,2,1,2,3.2,2.4,2.1,2.49,319218,16801,8400465,45
6,1685,175,2.0,1.0,4,1,1,2,2,0,3,3.9,3.8,5.0,4.19,355338,177669,11104320,51
0,658,175,1.0,1.0,2,1,0,2,2,0,1,3.6,4.9,3.2,3.66,237272,36503,6083885,57
2,1008,99,1.0,1.0,3,1,0,2,2,2,4,5.0,4.4,3.9,4.43,247412,106034,8836160,50
1,1924,36,2.0,1.0,5,2,0,2,1,1,5,3.0,2.0,5.0,3.55,463081,95340,13620040,46
3,2112,77,3.0,2.0,5,1,0,0,2,0,3,2.8,3.0,2.1,2.58,804310,351886,16756460,29
2,917,177,1.0,1.0,3,3,1,0,2,0,3,2.8,2.8,4.4,3.28,321029,95120,11889950,53
4,1353,20,2.0,2.0,4,0,1,2,1,1,4,3.7,2.3,2.5,2.8333333333333335,291512,77165,8573875,23
1,1694,161,1.0,1.0,4,0,1,2,0,2,4,4.4,2.9,3.6,3.705,548144,154605,14054970,35
1,1625,192,1.0,1.0,4,1,1,0,0,1,3,4.3,5.0,4.3,4.475,696012,128213,18316110,61
1,1882,45,2.0,1.0,5,3,1,2,0,1,4,2.2,3.6,4.5,3.47,590474,221428,14761860,17
5,1924,80,2.0,1.0,5,3,1,0,0,1,5,2.9,2.5,2.5,2.62,575205,287602,22123260,35
2,894,89,1.0,1.0,3,0,0,0,2,1,5,2.9,4.6,2.6,3.49,337354,97942,10882400,41
4,904,82,1.0,1.0,3,3,1,2,2,1,4,2.4,4.2,3.4,3.34,260794,89219,6863000,54
0,1279,190,2.0,2.0,4,1,0,1,2,0,3,4.0,3.0,5.0,4.3,362338,137101,9792910,49
6,1547,23,2.0,1.0,4,0,0,2,1,0,5,4.9,3.5,2.5,3.55,343080,201812,10090590,60
4,626,193,1.0,1.0,2,2,0,1,0,2,3,4.2,3.4,3.7,3.76,248565,45655,5072750,40
5,1673,32,1.0,1.0,4,4,0,2,2,1,5,4.8,4.4,3.1,3.935,389002,194501,12156320,55
2,1296,65,2.0,1.0,4,4,1,2,2,0,3,4.4,3.6,2.5,3.51,354454,85928,10741020,26
3,2194,73,3.0,2.0,5,4,0,0,2,0,3,2.8,3.7,4.2,3.63,722637,201666,16805520,23
3,1678,200,2.0,1.0,4,4,0,0,2,2,4,4.2,3.4,3.0,3.48,475514,271722,13586120,30
2,702,190,1.0,1.0,2,1,1,1,1,1,5,2.0,2.6,3.0,2.54,216575,136362,8021300,31
0,1067,55,1.0,1.0,3,4,1,1,1,1,3,2.4,3.8,3.5,3.23,270654,63683,7960405,44
2,980,90,1.0,1.0,3,2,1,0,2,2,3,4.3,3.2,2.1,3.2,308031,189558,11847350,40
3,1989,185,3.0,2.0,5,1,1,1,2,2,5,2.7,3.3,2.7,2.88,407510,191770,11985600,36
2,1257,163,2.0,1.0,4,3,0,0,2,2,4,4.7,2.5,5.0,3.91,413654,110308,13788450,46
2,1069,55,1.0,1.0,3,3,1,2,0,0,3,2.5,4.6,4.9,4.06,302408,110883,10080280,32
4,606,86,1.0,1.0,2,0,0,0,2,1,4,2.6,4.4,3.8,3.62,262590,85342,6564750,27
4,1449,49,2.0,2.0,4,4,1,1,2,0,4,3.1,2.3,4.6,3.46,354460,203815,8861500,50
4,1154,170,1.0,1.0,3,2,0,1,2,2,5,3.5,4.7,5.0,4.46,236400,70920,7880000,28
0,927,72,1.0,1.0,3,2,0,0,2,0,5,4.7,5.0,2.6,3.71,469267,63414,12682895,47
4,1613,151,2.0,2.0,4,2,1,2,1,0,4,4.8,4.4,4.6,4.6,335598,183053,10169625,46
6,1851,106,3.0,2.0,5,1,1,1,0,0,5,4.9,4.5,2.5,4.0,442487,95673,11959100,72
6,1511,128,2.0,1.0,4,2,0,0,2,1,1,2.2,3.2,2.7,2.8,405284,166270,10391900,63
3,1765,6,2.0,1.0,4,0,0,2,2,2,3,2.6,5.0,3.7,3.76,345539,177439,9338880,42
4,1238,63,1.0,1.0,3,3,1,0,1,1,5,4.9,2.1,4.0,3.7,430531,283244,11329750,31
2,934,3,1.0,1.0,3,2,1,1,1,0,3,5.0,3.3,2.7,3.63,211726,118567,8469050,34
2,754,92,1.0,1.0,2,2,1,1,2,2,4,4.2,3.5,2.1,3.29,238880,107881,7705800,48
5,1736,60,1.0,1.0,4,4,1,2,0,2,4,2.2,2.4,3.0,2.61,365487,182743,14057180,23
2,980,18,1.0,1.0,3,0,1,1,2,0,3,3.1,4.7,3.9,3.98,284510,43108,8621500,51
4,1299,114,1.0,1.0,3,1,0,0,2,2,2,3.0,4.7,2.4,3.27,336186,177432,9338500,60
4,849,118,1.0,1.0,2,3,0,2,2,2,3,3.2,2.3,4.0,3.25,204080,90702,5668875,51
3,1450,169,2.0,1.0,4,1,1,2,0,2,3,3.8,4.4,2.4,3.533333333333333,431738,251011,10040420,36
5,1634,11,1.0,1.0,4,4,1,1,2,2,5,4.8,3.3,2.6,3.435,432829,190954,12730270,43
4,1320,57,1.0,1.0,3,1,1,0,2,2,2,2.8,2.7,4.5,3.45,332145,177144,11071500,21
2,769,69,1.0,1.0,2,1,1,1,1,1,3,2.5,2.6,3.0,2.69,203326,36308,7261650,21
4,1150,32,1.0,1.0,3,4,1,1,2,0,2,2.9,3.8,3.0,3.21,223424,69820,6982000,46
2,908,39,1.0,1.0,3,3,0,2,0,2,3,4.7,2.0,4.3,3.5,188674,37735,7546960,54
4,1668,141,2.0,2.0,4,0,1,0,1,0,3,3.3,2.7,3.5,3.2,423166,218408,13650500,22
3,1990,149,3.0,2.0,5,1,0,1,2,0,3,5.0,2.2,4.5,3.96,351520,117173,10652120,23
1,1857,28,2.0,1.0,5,3,0,2,2,0,3,3.6,4.4,4.5,4.16,454873,66893,13378610,47
3,2061,115,3.0,2.0,5,4,1,0,2,0,4,2.5,2.4,2.2,2.35,725167,397115,17265880,30
3,1668,14,2.0,1.0,4,0,0,1,0,0,4,4.7,4.9,3.0,4.08,492186,231026,10044620,28
3,1444,198,2.0,1.0,4,3,0,1,0,0,4,3.9,5.0,3.3,3.99,347841,173921,9153720,41
2,1121,106,1.0,1.0,3,4,1,2,2,2,3,2.4,4.7,2.6,3.38,245417,54537,9089520,40
3,1514,4,2.0,1.0,4,3,1,1,2,2,3,5.0,4.1,3.5,4.13,326724,154286,9075660,40
2,1256,34,2.0,1.0,4,0,1,1,0,1,4,2.5,2.0,4.4,2.87,318650,139409,9957800,21
4,672,103,1.0,1.0,2,0,1,2,2,1,3,3.9,3.1,5.0,4.1,232210,127716,5805250,35
0,908,112,1.0,1.0,3,2,1,0,0,0,4,4.9,4.6,2.8,3.79,405702,157046,13087155,54
4,1631,22,2.0,2.0,4,3,1,1,1,2,4,4.5,2.6,4.3,3.85,428444,149024,9314000,33
0,1001,58,1.0,1.0,3,3,1,2,0,0,4,3.8,3.5,2.7,3.19,410816,126405,10533755,53
6,1618,8,2.0,1.0,4,3,0,0,0,2,0,4.2,4.5,3.7,4.19,458492,91698,11462310,67
3,2340,129,4.0,2.0,6,1,1,2,2,2,3,3.7,3.0,4.6,3.85,569721,284860,12948200,34
4,1159,121,1.0,1.0,3,1,0,2,2,1,3,2.1,4.5,4.4,3.74,295182,67646,6149625,63
6,1775,43,2.0,1.0,4,0,1,2,0,2,3,3.5,4.8,4.5,4.39,430232,165474,11031600,39
2,1008,30,1.0,1.0,3,4,0,0,2,0,5,3.7,2.0,3.2,2.87,317826,152557,12713050,34
6,1563,57,2.0,1.0,4,3,1,0,0,2,5,4.1,4.7,2.7,3.95,563931,156647,15664740,27
3,1723,35,2.0,1.0,4,3,1,1,0,0,4,2.3,2.7,5.0,3.5,518214,247841,11265520,20
6,1543,55,2.0,1.0,4,3,0,0,1,1,5,3.8,4.5,2.2,3.64,425726,206413,12900790,66
2,1231,161,2.0,1.0,4,1,0,2,1,0,4,4.4,2.0,3.2,3.08,287600,143800,10271420,47
5,1995,111,2.0,1.0,5,2,0,2,2,2,4,3.9,3.5,3.2,3.485,396336,113239,14154840,44
3,2113,28,3.0,2.0,5,1,0,2,2,2,5,4.4,4.4,2.9,3.8,535058,304011,12160420,43
5,1849,93,2.0,1.0,5,4,1,0,2,0,5,2.3,3.3,3.1,2.91,817115,375431,22084180,35
2,1095,144,1.0,1.0,3,1,1,2,2,2,3,5.0,4.9,2.8,4.3,308554,139347,9953350,26
4,1057,187,1.0,1.0,3,1,0,0,2,2,3,3.8,3.5,4.2,3.87,307598,175770,8788500,60
4,841,187,1.0,1.0,2,4,1,1,2,0,2,4.1,2.5,3.8,3.5,194254,100260,6266250,41
0,693,80,1.0,1.0,2,1,1,1,1,0,1,3.0,3.3,4.6,3.86,268301,75675,6879510,48
1,1666,173,1.0,1.0,4,4,0,1,0,0,4,4.2,3.8,3.6,3.86,383721,71948,11991280,37
5,1517,131,1.0,1.0,4,1,1,0,0,0,5,4.0,4.4,3.6,3.92,653989,217996,19817860,58
1,1854,72,2.0,1.0,5,2,0,0,0,0,3,4.1,2.7,2.2,2.99,553458,237196,19766360,60
0,789,117,1.0,1.0,2,0,0,0,0,2,0,4.5,4.1,2.4,3.37,315825,113373,8098070,54
2,760,24,1.0,1.0,2,0,1,1,1,2,4,3.7,3.8,4.0,3.83,223398,41370,8274000,20
2,1137,29,1.0,1.0,3,2,0,2,0,2,3,4.7,2.2,4.8,3.73,276289,53475,8912540,28
1,1687,6,1.0,1.0,4,2,1,0,1,0,3,3.9,3.6,3.9,3.825,725563,196098,19609810,24
4,984,183,1.0,1.0,3,2,1,1,2,1,1,2.7,2.7,4.7,3.366666666666667,192267,48067,5340750,28
4,1662,154,2.0,2.0,4,0,0,0,0,0,3,2.3,4.2,4.4,3.71,628450,128255,12825500,29
0,1065,75,1.0,1.0,3,1,0,2,2,2,2,4.9,5.0,3.5,4.22,339978,69739,8717385,35
3,1621,101,2.0,1.0,4,2,0,2,2,2,5,3.6,4.7,2.4,3.45,446769,129067,9928200,45
2,703,60,1.0,1.0,2,3,1,2,2,1,5,2.0,4.2,4.5,3.63,255188,57623,8231860,36
